1;2022-12-13 22:44:51;Игра:2;Победитель:0
1;2022-12-13 22:56:41;Игра:0;Победитель:2
2;2022-12-13 22:56:41;Игра:1;Победитель:0
3;2022-12-13 22:56:43;Игра:2;Победитель:1
